6.400000000000000000e+01 6.500000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00
6.900000000000000000e+01 8.500000000000000000e+01 5.999999999999999778e-02 2.000000000000000000e+00
7.900000000000000000e+01 2.510000000000000000e+02 2.127596452964392870e-01 3.000000000000000000e+00
5.700000000000000000e+01 5.900000000000000000e+01 2.500000000000000000e-01 2.000000000000000000e+00
6.100000000000000000e+01 7.300000000000000000e+01 3.099999999999999978e-01 2.000000000000000000e+00
6.600000000000000000e+01 8.200000000000000000e+01 3.400000000000000244e-01 2.000000000000000000e+00
5.500000000000000000e+01 2.520000000000000000e+02 3.887587083697718326e-01 4.000000000000000000e+00
7.500000000000000000e+01 2.560000000000000000e+02 4.721864038703359467e-01 5.000000000000000000e+00
7.000000000000000000e+01 8.400000000000000000e+01 5.000000000000000000e-01 2.000000000000000000e+00
9.100000000000000000e+01 2.500000000000000000e+02 5.080682368868706389e-01 3.000000000000000000e+00
5.600000000000000000e+01 8.300000000000000000e+01 5.100000000000000089e-01 2.000000000000000000e+00
2.400000000000000000e+01 4.900000000000000000e+01 5.799999999999999600e-01 2.000000000000000000e+00
4.600000000000000000e+01 9.000000000000000000e+01 5.999999999999999778e-01 2.000000000000000000e+00
8.000000000000000000e+01 8.800000000000000000e+01 5.999999999999999778e-01 2.000000000000000000e+00
9.500000000000000000e+01 2.530000000000000000e+02 7.022107945624305181e-01 3.000000000000000000e+00
8.900000000000000000e+01 9.800000000000000000e+01 7.500000000000000000e-01 2.000000000000000000e+00
5.200000000000000000e+01 8.700000000000000000e+01 7.700000000000000178e-01 2.000000000000000000e+00
1.070000000000000000e+02 1.330000000000000000e+02 8.100000000000000533e-01 2.000000000000000000e+00
2.570000000000000000e+02 2.640000000000000000e+02 8.184375357961046760e-01 8.000000000000000000e+00
2.600000000000000000e+02 2.630000000000000000e+02 8.208836701993773577e-01 4.000000000000000000e+00
5.300000000000000000e+01 2.540000000000000000e+02 8.362415918859812392e-01 3.000000000000000000e+00
8.600000000000000000e+01 9.600000000000000000e+01 8.800000000000000044e-01 2.000000000000000000e+00
4.300000000000000000e+01 7.600000000000000000e+01 9.100000000000000311e-01 2.000000000000000000e+00
4.000000000000000000e+00 3.300000000000000000e+01 9.300000000000000488e-01 2.000000000000000000e+00
1.350000000000000000e+02 1.480000000000000000e+02 9.300000000000000488e-01 2.000000000000000000e+00
5.000000000000000000e+01 7.700000000000000000e+01 9.599999999999999645e-01 2.000000000000000000e+00
3.500000000000000000e+01 4.800000000000000000e+01 9.699999999999999734e-01 2.000000000000000000e+00
2.040000000000000000e+02 2.170000000000000000e+02 9.699999999999999734e-01 2.000000000000000000e+00
1.100000000000000000e+02 1.230000000000000000e+02 1.000000000000000000e+00 2.000000000000000000e+00
2.410000000000000000e+02 2.430000000000000000e+02 1.010000000000000009e+00 2.000000000000000000e+00
4.200000000000000000e+01 6.300000000000000000e+01 1.020000000000000018e+00 2.000000000000000000e+00
1.250000000000000000e+02 1.390000000000000000e+02 1.040000000000000036e+00 2.000000000000000000e+00
5.100000000000000000e+01 5.800000000000000000e+01 1.050000000000000044e+00 2.000000000000000000e+00
7.400000000000000000e+01 9.400000000000000000e+01 1.060000000000000053e+00 2.000000000000000000e+00
9.700000000000000000e+01 2.750000000000000000e+02 1.078888316740894249e+00 3.000000000000000000e+00
3.100000000000000000e+01 2.760000000000000000e+02 1.098256193548056592e+00 3.000000000000000000e+00
2.000000000000000000e+00 9.000000000000000000e+00 1.110000000000000098e+00 2.000000000000000000e+00
2.620000000000000000e+02 2.650000000000000000e+02 1.120223192047013594e+00 4.000000000000000000e+00
2.290000000000000000e+02 2.360000000000000000e+02 1.139999999999999902e+00 2.000000000000000000e+00
2.800000000000000000e+01 2.720000000000000000e+02 1.177270855269366923e+00 3.000000000000000000e+00
2.680000000000000000e+02 2.700000000000000000e+02 1.178535300508837036e+00 1.100000000000000000e+01
1.800000000000000000e+01 4.500000000000000000e+01 1.189999999999999947e+00 2.000000000000000000e+00
1.780000000000000000e+02 1.970000000000000000e+02 1.189999999999999947e+00 2.000000000000000000e+00
1.080000000000000000e+02 1.290000000000000000e+02 1.219999999999999973e+00 2.000000000000000000e+00
2.580000000000000000e+02 2.590000000000000000e+02 1.239607464751106836e+00 5.000000000000000000e+00
1.620000000000000000e+02 1.660000000000000000e+02 1.239999999999999991e+00 2.000000000000000000e+00
7.100000000000000000e+01 2.710000000000000000e+02 1.241531312533034725e+00 3.000000000000000000e+00
2.000000000000000000e+01 4.100000000000000000e+01 1.250000000000000000e+00 2.000000000000000000e+00
2.120000000000000000e+02 2.400000000000000000e+02 1.260000000000000009e+00 2.000000000000000000e+00
2.250000000000000000e+02 2.280000000000000000e+02 1.330000000000000071e+00 2.000000000000000000e+00
1.090000000000000000e+02 1.300000000000000000e+02 1.330000000000000071e+00 2.000000000000000000e+00
3.600000000000000000e+01 3.700000000000000000e+01 1.350000000000000089e+00 2.000000000000000000e+00
1.000000000000000000e+00 1.300000000000000000e+01 1.350000000000000089e+00 2.000000000000000000e+00
1.270000000000000000e+02 1.340000000000000000e+02 1.360000000000000098e+00 2.000000000000000000e+00
6.700000000000000000e+01 2.840000000000000000e+02 1.363781507427051176e+00 4.000000000000000000e+00
6.200000000000000000e+01 9.200000000000000000e+01 1.370000000000000107e+00 2.000000000000000000e+00
1.000000000000000000e+01 1.400000000000000000e+01 1.379999999999999893e+00 2.000000000000000000e+00
6.800000000000000000e+01 2.660000000000000000e+02 1.381894834397080052e+00 3.000000000000000000e+00
1.900000000000000000e+01 2.100000000000000000e+01 1.409999999999999920e+00 2.000000000000000000e+00
4.400000000000000000e+01 2.970000000000000000e+02 1.469977324088141746e+00 3.000000000000000000e+00
2.850000000000000000e+02 2.870000000000000000e+02 1.485594317500735118e+00 7.000000000000000000e+00
1.900000000000000000e+02 2.210000000000000000e+02 1.510000000000000009e+00 2.000000000000000000e+00
1.240000000000000000e+02 1.410000000000000000e+02 1.510000000000000009e+00 2.000000000000000000e+00
1.460000000000000000e+02 1.850000000000000000e+02 1.520000000000000018e+00 2.000000000000000000e+00
1.100000000000000000e+01 4.700000000000000000e+01 1.530000000000000027e+00 2.000000000000000000e+00
1.600000000000000000e+01 3.200000000000000000e+01 1.530000000000000027e+00 2.000000000000000000e+00
1.420000000000000000e+02 1.830000000000000000e+02 1.530000000000000027e+00 2.000000000000000000e+00
2.010000000000000000e+02 2.770000000000000000e+02 1.534503176927307422e+00 3.000000000000000000e+00
8.100000000000000000e+01 9.300000000000000000e+01 1.550000000000000044e+00 2.000000000000000000e+00
1.570000000000000000e+02 2.330000000000000000e+02 1.570000000000000062e+00 2.000000000000000000e+00
2.260000000000000000e+02 2.480000000000000000e+02 1.600000000000000089e+00 2.000000000000000000e+00
1.470000000000000000e+02 2.930000000000000000e+02 1.605656667327524545e+00 3.000000000000000000e+00
2.550000000000000000e+02 2.960000000000000000e+02 1.606474400667498914e+00 5.000000000000000000e+00
2.600000000000000000e+01 2.730000000000000000e+02 1.616199245142751595e+00 3.000000000000000000e+00
1.010000000000000000e+02 1.140000000000000000e+02 1.620000000000000107e+00 2.000000000000000000e+00
1.520000000000000000e+02 2.950000000000000000e+02 1.624499923053245309e+00 3.000000000000000000e+00
1.200000000000000000e+01 1.700000000000000000e+01 1.629999999999999893e+00 2.000000000000000000e+00
1.030000000000000000e+02 1.220000000000000000e+02 1.629999999999999893e+00 2.000000000000000000e+00
8.000000000000000000e+00 3.800000000000000000e+01 1.639999999999999902e+00 2.000000000000000000e+00
2.110000000000000000e+02 2.460000000000000000e+02 1.639999999999999902e+00 2.000000000000000000e+00
1.840000000000000000e+02 2.920000000000000000e+02 1.641310452047387569e+00 3.000000000000000000e+00
9.900000000000000000e+01 3.100000000000000000e+02 1.684530455985541852e+00 8.000000000000000000e+00
